section#	Drug_1_type	Drug_1_mention	Drug_1_annotation_agent	Drug_1_starting_offset	Drug_1_ending_offset	Drug_2_type	Drug_2_mention	Drug_2_annotation_agent	abbreviation_translation	Drug_2_start_offset	Drug_2_end_offset	DDI_modality	DDI_statement_type	snippit_of_DDI	
156	Active ingredient	aliskiren 	consensus set annotator team	2024	2033	Active ingredient	furosemide 	consensus set annotator team		2058	2068	Positive	Quantitative	AUC and Cmax of furosemide were reduced by about 30% and 50 	consensus set annotator team
156	Active ingredient	aliskiren 	consensus set annotator team	2306	2315	Active ingredient	lovastatin 	consensus set annotator team		2369	2379	Negative	Qualitative	did not significantly affect the pharmacokinetics 	consensus set annotator team
156	Active ingredient	aliskiren 	consensus set annotator team	2306	2315	Active ingredient	digoxin 	consensus set annotator team		2381	2388	Negative	Qualitative	did not significantly affect the pharmacokinetics 	consensus set annotator team
156	Active ingredient	aliskiren 	consensus set annotator team	2306	2315	Active ingredient	valsartan 	consensus set annotator team		2390	2399	Negative	Qualitative	did not significantly affect the pharmacokinetics 	consensus set annotator team
156	Active ingredient	atorvastatin 	consensus set annotator team	543	555	Active ingredient	aliskiren 	consensus set annotator team		592	601	Positive	Quantitative	50% increase in aliskiren Cmax and AUC 	consensus set annotator team
158	Active ingredient	propafenone 	consensus set annotator team	486	497	Active ingredient	mexiletine 	consensus set annotator team		528	538	Negative	Qualitative	did not alter the kinetics 	consensus set annotator team
158	Active ingredient	fluvoxamine 	consensus set annotator team	348	359	Active ingredient	mexiletine 	consensus set annotator team		282	292	Positive	Quantitative	decreased by 38% 	consensus set annotator team
158	Active ingredient	propafenone 	consensus set annotator team	486	497	Active ingredient	mexiletine 	consensus set annotator team		613	623	Positive	Quantitative	clearance of mexiletine in the extensive metabolizer phenotype decreased by about 70% 	consensus set annotator team
158	Active ingredient	mexiletine 	consensus set annotator team	891	901	Active ingredient	propafenone 	consensus set annotator team		816	827	Negative	Qualitative	pharmacokinetics of propafenone were unaffected 	consensus set annotator team
159	Active ingredient	Mexiletine 	consensus set annotator team	0	10	Active ingredient	digoxin 	consensus set annotator team		32	39	Negative	Qualitative	does not alter serum digoxin levels 	consensus set annotator team
159	Active ingredient	magnesium 	consensus set annotator team	51	60	Active ingredient	digoxin 	consensus set annotator team		205	212	Positive	Qualitative	been reported to lower serum digoxin levels 	consensus set annotator team
159	Active ingredient	aluminum 	consensus set annotator team	61	69	Active ingredient	digoxin 	consensus set annotator team		205	212	Positive	Qualitative	been reported to lower serum digoxin levels 	consensus set annotator team
161	Active ingredient	nelfinavir 	consensus set annotator team	20	30	Active ingredient	azithromycin 	consensus set annotator team		74	86	Positive	Qualitative	increased azithromycin serum concentrations 	consensus set annotator team
163	Active ingredient	acyclovir 	consensus set annotator team	102	111	Active ingredient	meperidine 	consensus set annotator team		36	46	Positive	Qualitative	Plasma concentrations of meperidine and its metabolite, normeperidine, may be increased 	consensus set annotator team
163	Active ingredient	acyclovir 	consensus set annotator team	102	111	Metabolite	normeperidine 	consensus set annotator team	meperidine 	67	80	Positive	Qualitative	Plasma concentrations of meperidine and its metabolite, normeperidine, may be increased 	consensus set annotator team
164	Active ingredient	Cimetidine 	consensus set annotator team	12	22	Active ingredient	meperidine 	consensus set annotator team		75	85	Positive	Qualitative	reduced the clearance and volume of distribution 	consensus set annotator team
164	Active ingredient	Cimetidine 	consensus set annotator team	12	22	Metabolite	normeperidine 	consensus set annotator team	meperidine 	128	141	Positive	Qualitative	reduced the clearance and volume of distribution 	consensus set annotator team
166	Active ingredient	Penicillin 	consensus set annotator team	0	10	Active ingredient	methotrexate 	consensus set annotator team		46	58	Positive	Qualitative	increased serum concentrations 	consensus set annotator team
168	Active ingredient	Clonazepam 	consensus set annotator team	61	71	Active ingredient	carbamazepine 	consensus set annotator team		132	145	Negative	Qualitative	does not appear to alter the pharmacokinetics 	consensus set annotator team
168	Active ingredient	Clonazepam 	consensus set annotator team	61	71	Active ingredient	phenytoin 	consensus set annotator team		121	130	Negative	Qualitative	does not appear to alter the pharmacokinetics 	consensus set annotator team
168	Active ingredient	Clonazepam 	consensus set annotator team	61	71	Active ingredient	phenobarbital 	consensus set annotator team		149	162	Negative	Qualitative	does not appear to alter the pharmacokinetics 	consensus set annotator team
168	Active ingredient	Clonazepam 	consensus set annotator team	61	71	Active ingredient	carbamazepine 	consensus set annotator team		132	145	Negative	Qualitative	does not appear to alter the pharmacokinetics 	consensus set annotator team
170	Active ingredient	cholestyramine 	consensus set annotator team	666	680	Active ingredient	hydrochlorothiazide 	consensus set annotator team		711	730	Positive	Quantitative	reduce its absorption from the gastrointestinal tract by up to 85% and 43 	consensus set annotator team
170	Active ingredient	colestipol 	consensus set annotator team	684	694	Active ingredient	hydrochlorothiazide 	consensus set annotator team		711	730	Positive	Quantitative	reduce its absorption from the gastrointestinal tract by up to 85% and 43 	consensus set annotator team
170	Drug product	AVALIDE 	consensus set annotator team	1403	1410	Active ingredient	lithium 	consensus set annotator team		1264	1271	Positive	Qualitative	reduce the renal clearance of lithium 	consensus set annotator team
171	Active ingredient	hydrochlorothiazide 	consensus set annotator team	8618	8637	Active ingredient	irbesartan 	consensus set annotator team		8655	8665	Negative	Qualitative	had no effect on irbesartan pharmacokinetics 	consensus set annotator team
171	Active ingredient	irbesartan 	consensus set annotator team	8959	8969	Active ingredient	warfarin 	consensus set annotator team		8916	8924	Negative	Qualitative	had no effect on the pharmacodynamics of warfarin (prothrombin time) or the pharmacokinetics 	consensus set annotator team
171	Active ingredient	nifedipine 	consensus set annotator team	8604	8614	Active ingredient	irbesartan 	consensus set annotator team		8655	8665	Negative	Qualitative	had no effect on irbesartan pharmacokinetics 	consensus set annotator team
171	Active ingredient	hydrochlorothiazide 	consensus set annotator team	9191	9210	Active ingredient	irbesartan 	consensus set annotator team		9125	9135	Negative	Qualitative	The pharmacokinetics of irbesartan were not affected 	consensus set annotator team
171	Active ingredient	nifedipine 	consensus set annotator team	9177	9187	Active ingredient	irbesartan 	consensus set annotator team		9125	9135	Negative	Qualitative	The pharmacokinetics of irbesartan were not affected 	consensus set annotator team
171	Active ingredient	irbesartan 	consensus set annotator team	8959	8969	Active ingredient	digoxin 	consensus set annotator team		8950	8957	Negative	Qualitative	had no effect on the pharmacodynamics of warfarin (prothrombin time) or the pharmacokinetics 	consensus set annotator team
172	Active ingredient	clarithromycin 	consensus set annotator team	816	830	Drug product	LIPITOR 	consensus set annotator team		797	804	Positive	Qualitative	AUC was significantly increased 	consensus set annotator team
172	Active ingredient	lopinavir 	consensus set annotator team	1329	1338	Drug product	LIPITOR 	consensus set annotator team		1241	1248	Positive	Qualitative	AUC was significantly increased 	consensus set annotator team
172	Active ingredient	ritonavir 	consensus set annotator team	1260	1269	Drug product	LIPITOR 	consensus set annotator team		1241	1248	Positive	Qualitative	AUC was significantly increased 	consensus set annotator team
172	Active ingredient	saquinavir 	consensus set annotator team	1275	1285	Drug product	LIPITOR 	consensus set annotator team		1241	1248	Positive	Qualitative	AUC was significantly increased 	consensus set annotator team
172	Drug product	LIPITOR 	consensus set annotator team	3360	3367	Active ingredient	digoxin 	consensus set annotator team		3372	3379	Positive	Quantitative	concentrations increased by approximately 20% 	consensus set annotator team
172	Active ingredient	rifampin 	consensus set annotator team	2958	2966	Drug product	LIPITOR 	consensus set annotator team		2895	2902	Positive	Qualitative	can lead to variable reductions in plasma concentrations 	consensus set annotator team
172	Active ingredient	efavirenz 	consensus set annotator team	2947	2956	Drug product	LIPITOR 	consensus set annotator team		2895	2902	Positive	Qualitative	can lead to variable reductions in plasma concentrations 	consensus set annotator team
172	Active ingredient	rifampin 	consensus set annotator team	3226	3234	Active ingredient	atorvastatin 	consensus set annotator team		3287	3299	Positive	Qualitative	significant reduction in atorvastatin plasma concentrations 	consensus set annotator team
172	Active ingredient	cyclosporine 	consensus set annotator team	2537	2549	Active ingredient	Atorvastatin 	consensus set annotator team		2439	2451	Positive	Qualitative	AUC was significantly increased 	consensus set annotator team
172	Active ingredient	itraconazole 	consensus set annotator team	1778	1790	Active ingredient	Atorvastatin 	consensus set annotator team		1680	1692	Positive	Qualitative	AUC was significantly increased 	consensus set annotator team
172	Active ingredient	ritonavir 	consensus set annotator team	1344	1353	Active ingredient	Atorvastatin 	consensus set annotator team		1161	1173	Positive	Qualitative	AUC was significantly increased 	consensus set annotator team
172	Active ingredient	lopinavir 	consensus set annotator team	1329	1338	Active ingredient	Atorvastatin 	consensus set annotator team		1161	1173	Positive	Qualitative	AUC was significantly increased 	consensus set annotator team
172	Active ingredient	saquinavir 	consensus set annotator team	1275	1285	Active ingredient	Atorvastatin 	consensus set annotator team		1161	1173	Positive	Qualitative	AUC was significantly increased 	consensus set annotator team
172	Active ingredient	ritonavir 	consensus set annotator team	1260	1269	Active ingredient	Atorvastatin 	consensus set annotator team		1161	1173	Positive	Qualitative	AUC was significantly increased 	consensus set annotator team
172	Active ingredient	clarithromycin 	consensus set annotator team	816	830	Active ingredient	Atorvastatin 	consensus set annotator team		717	729	Positive	Qualitative	AUC was significantly increased 	consensus set annotator team
172	Drug product	LIPITOR 	consensus set annotator team	3582	3589	Active ingredient	norethindrone 	consensus set annotator team		3641	3654	Positive	Qualitative	increased AUC 	consensus set annotator team
172	Drug product	LIPITOR 	consensus set annotator team	3582	3589	Active ingredient	ethinyl estradiol 	consensus set annotator team		3659	3676	Positive	Qualitative	increased AUC 	consensus set annotator team
174	Active ingredient	rifampin 	consensus set annotator team	140	148	Active ingredient	tacrolimus 	consensus set annotator team		61	71	Positive	Quantitative	decrease in tacrolimus oral bioavailability (14?6% vs. 7?3%) 	consensus set annotator team
174	Active ingredient	rifampin 	consensus set annotator team	307	315	Active ingredient	tacrolimus 	consensus set annotator team		223	233	Positive	Quantitative	increase in tacrolimus clearance (0.036?0.008 L/hr/kg vs. 0.053?0.010 L/hr/kg 	consensus set annotator team
175	Active ingredient	Tacrolimus 	consensus set annotator team	747	757	Active ingredient	phenytoin 	consensus set annotator team		812	821	Positive	Qualitative	may affect the pharmacokinetics of other drugs (e.g., phenytoin) and increase their concentration 	consensus set annotator team
175	Active ingredient	nelfinavir 	consensus set annotator team	369	379	Active ingredient	tacrolimus 	consensus set annotator team		353	363	Positive	Qualitative	increased blood concentrations 	consensus set annotator team
177	Active ingredient	cimetidine 	consensus set annotator team	334	344	Active ingredient	diazepam 	consensus set annotator team		226	234	Positive	Qualitative	influence the pharmacokinetics 	consensus set annotator team
177	Active ingredient	fluoxetine 	consensus set annotator team	373	383	Active ingredient	diazepam 	consensus set annotator team		226	234	Positive	Qualitative	influence the pharmacokinetics 	consensus set annotator team
177	Active ingredient	fluvoxamine 	consensus set annotator team	360	371	Active ingredient	diazepam 	consensus set annotator team		226	234	Positive	Qualitative	influence the pharmacokinetics 	consensus set annotator team
177	Active ingredient	ketoconazole 	consensus set annotator team	346	358	Active ingredient	diazepam 	consensus set annotator team		226	234	Positive	Qualitative	influence the pharmacokinetics 	consensus set annotator team
177	Active ingredient	omeprazole 	consensus set annotator team	389	399	Active ingredient	diazepam 	consensus set annotator team		226	234	Positive	Qualitative	influence the pharmacokinetics 	consensus set annotator team
179	Active ingredient	Isoniazid 	consensus set annotator team	15	24	Active ingredient	carbamazepine 	consensus set annotator team		60	73	Positive	Qualitative	increase its serum levels 	consensus set annotator team
181	Drug product	oncovin 	consensus set annotator team	4041	4048	Active ingredient	verapamil 	consensus set annotator team		3991	4000	Positive	Qualitative	absorption of verapamil can be reduced 	consensus set annotator team
181	Drug product	adriamycin 	consensus set annotator team	4101	4111	Active ingredient	verapamil 	consensus set annotator team		3991	4000	Positive	Qualitative	absorption of verapamil can be reduced 	consensus set annotator team
181	Active ingredient	verapamil 	consensus set annotator team	6500	6509	Active ingredient	lithium 	consensus set annotator team		6510	6517	Negative	Qualitative	increase in serum lithium levels 	consensus set annotator team
181	Active ingredient	Verapamil 	consensus set annotator team	6125	6134	Active ingredient	carbamazepine 	consensus set annotator team		6156	6169	Positive	Qualitative	increase carbamazepine concentrations 	consensus set annotator team
181	Active ingredient	Phenobarbital 	consensus set annotator team	7467	7480	Active ingredient	verapamil 	consensus set annotator team		7502	7511	Positive	Qualitative	may increase verapamil clearance 	consensus set annotator team
181	Active ingredient	erythromycin 	consensus set annotator team	257	269	Active ingredient	verapamil 	consensus set annotator team		320	329	Positive	Qualitative	causing elevation of plasma levels 	consensus set annotator team
181	Active ingredient	Verapamil 	consensus set annotator team	6323	6332	Active ingredient	cyclosporine 	consensus set annotator team		6370	6382	Positive	Qualitative	may increase serum levels 	consensus set annotator team
181	Active ingredient	verapamil 	consensus set annotator team	6500	6509	Active ingredient	lithium 	consensus set annotator team		6572	6579	Positive	Qualitative	increase in serum lithium levels 	consensus set annotator team
181	Active ingredient	verapamil 	consensus set annotator team	4186	4195	Active ingredient	paclitaxel 	consensus set annotator team		4226	4236	Positive	Qualitative	can decrease the clearance 	consensus set annotator team
181	Active ingredient	cisplatin 	consensus set annotator team	4113	4122	Active ingredient	verapamil 	consensus set annotator team		3991	4000	Positive	Qualitative	absorption of verapamil can be reduced 	consensus set annotator team
181	Active ingredient	adriamycin 	consensus set annotator team	4101	4111	Active ingredient	verapamil 	consensus set annotator team		3991	4000	Positive	Qualitative	absorption of verapamil can be reduced 	consensus set annotator team
181	Active ingredient	verapamil 	consensus set annotator team	4778	4787	Active ingredient	quinidine 	consensus set annotator team		4754	4763	Positive	Qualitative	increased quinidine levels 	consensus set annotator team
181	Active ingredient	oncovin 	consensus set annotator team	4041	4048	Active ingredient	verapamil 	consensus set annotator team		3991	4000	Positive	Qualitative	absorption of verapamil can be reduced 	consensus set annotator team
181	Active ingredient	procarbazine 	consensus set annotator team	4050	4062	Active ingredient	verapamil 	consensus set annotator team		3991	4000	Positive	Qualitative	absorption of verapamil can be reduced 	consensus set annotator team
181	Active ingredient	cyclophosphamide 	consensus set annotator team	4023	4039	Active ingredient	verapamil 	consensus set annotator team		3991	4000	Positive	Qualitative	absorption of verapamil can be reduced 	consensus set annotator team
181	Active ingredient	vindesine 	consensus set annotator team	4090	4099	Active ingredient	verapamil 	consensus set annotator team		3991	4000	Positive	Qualitative	absorption of verapamil can be reduced 	consensus set annotator team
181	Active ingredient	prednisone 	consensus set annotator team	4064	4074	Active ingredient	verapamil 	consensus set annotator team		3991	4000	Positive	Qualitative	absorption of verapamil can be reduced 	consensus set annotator team
181	Active ingredient	Verapamil 	consensus set annotator team	3285	3294	Active ingredient	ethanol 	consensus set annotator team		3335	3342	Positive	Qualitative	inhibit ethanol elimination resulting in elevated blood ethanol concentrations 	consensus set annotator team
181	Active ingredient	Verapamil 	consensus set annotator team	2778	2787	Active ingredient	digitoxin 	consensus set annotator team		2848	2857	Positive	Quantitative	reduce total body clearance and extrarenal clearance of digitoxin by 27% and 29 	consensus set annotator team
181	Active ingredient	Verapamil 	consensus set annotator team	3930	3939	Active ingredient	doxorubicin 	consensus set annotator team		3953	3964	Positive	Qualitative	increase doxorubicin levels 	consensus set annotator team
181	Active ingredient	Verapamil 	consensus set annotator team	7633	7642	Active ingredient	theophylline 	consensus set annotator team		7703	7715	Positive	Qualitative	increase the plasma levels 	consensus set annotator team
181	Active ingredient	cimetidine 	consensus set annotator team	7759	7769	Active ingredient	verapamil 	consensus set annotator team		7933	7942	Positive	Qualitative	clearance of verapamil was either reduced or unchanged 	consensus set annotator team
181	Active ingredient	cimetidine 	consensus set annotator team	7759	7769	Active ingredient	verapamil 	consensus set annotator team		7933	7942	Negative	Qualitative	clearance of verapamil was either reduced or unchanged 	consensus set annotator team
181	Active ingredient	verapamil 	consensus set annotator team	6613	6622	Active ingredient	lithium 	consensus set annotator team		6666	6673	Positive	Qualitative	lowering of serum lithium levels 	consensus set annotator team
181	Active ingredient	rifampin 	consensus set annotator team	7552	7560	Active ingredient	verapamil 	consensus set annotator team		7586	7595	Positive	Qualitative	reduce oral verapamil bioavailability 	consensus set annotator team
181	Active ingredient	verapamil 	consensus set annotator team	2529	2538	Active ingredient	digoxin 	consensus set annotator team		2568	2575	Positive	Quantitative	increase serum digoxin levels by 50% to 75 	consensus set annotator team
181	Active ingredient	verapamil 	consensus set annotator team	2278	2287	Active ingredient	metoprolol 	consensus set annotator team		2171	2181	Positive	Qualitative	decrease in metoprolol and propranolol clearance 	consensus set annotator team
181	Active ingredient	verapamil 	consensus set annotator team	2278	2287	Active ingredient	propranolol 	consensus set annotator team		2186	2197	Positive	Qualitative	decrease in metoprolol and propranolol clearance 	consensus set annotator team
181	Active ingredient	rifampin 	consensus set annotator team	527	535	Active ingredient	verapamil 	consensus set annotator team		580	589	Positive	Qualitative	lowering of plasma levels 	consensus set annotator team
181	Active ingredient	ritonavir 	consensus set annotator team	271	280	Active ingredient	verapamil 	consensus set annotator team		320	329	Positive	Qualitative	causing elevation of plasma levels 	consensus set annotator team
183	Active ingredient	lansoprazole 	consensus set annotator team	1882	1894	Active ingredient	theophylline 	consensus set annotator team		1824	1836	Positive	Quantitative	increase (10%) in the clearance 	consensus set annotator team
183	Active ingredient	lansoprazole 	consensus set annotator team	672	684	Active ingredient	ketoconazole 	consensus set annotator team		890	902	Positive	Qualitative	may interfere with the absorption 	consensus set annotator team
183	Active ingredient	lansoprazole 	consensus set annotator team	672	684	Active ingredient	iron 	consensus set annotator team		878	882	Positive	Qualitative	may interfere with the absorption 	consensus set annotator team
183	Active ingredient	lansoprazole 	consensus set annotator team	1038	1050	Active ingredient	warfarin 	consensus set annotator team		1128	1136	Negative	Qualitative	did not affect the pharmacokinetics 	consensus set annotator team
183	Active ingredient	lansoprazole 	consensus set annotator team	1603	1615	Active ingredient	tacrolimus 	consensus set annotator team		1620	1630	Positive	Qualitative	may increase whole blood levels 	consensus set annotator team
183	Active ingredient	Lansoprazole 	consensus set annotator team	162	174	Active ingredient	atazanavir 	consensus set annotator team		310	320	Positive	Qualitative	decrease the systemic concentrations 	consensus set annotator team
183	Active ingredient	lansoprazole 	consensus set annotator team	672	684	Active ingredient	ampicillin 	consensus set annotator team		850	860	Positive	Qualitative	may interfere with the absorption 	consensus set annotator team
183	Active ingredient	lansoprazole 	consensus set annotator team	672	684	Active ingredient	digoxin 	consensus set annotator team		869	876	Positive	Qualitative	may interfere with the absorption 	consensus set annotator team
184	Active ingredient	lansoprazole 	consensus set annotator team	17312	17324	Active ingredient	methotrexate 	consensus set annotator team		17403	17415	Negative	Qualitative	had no effect on the pharmacokinetics 	consensus set annotator team
184	Active ingredient	lansoprazole 	consensus set annotator team	14920	14932	Active ingredient	diazepam 	consensus set annotator team		15134	15142	Negative	Qualitative	does not have clinically significant interactions 	consensus set annotator team
184	Active ingredient	lansoprazole 	consensus set annotator team	14920	14932	Active ingredient	prednisone 	consensus set annotator team		15122	15132	Negative	Qualitative	does not have clinically significant interactions 	consensus set annotator team
184	Active ingredient	lansoprazole 	consensus set annotator team	14920	14932	Active ingredient	clarithromycin 	consensus set annotator team		15147	15161	Negative	Qualitative	does not have clinically significant interactions 	consensus set annotator team
184	Active ingredient	lansoprazole 	consensus set annotator team	14920	14932	Active ingredient	antipyrine 	consensus set annotator team		15061	15071	Negative	Qualitative	does not have clinically significant interactions 	consensus set annotator team
184	Active ingredient	lansoprazole 	consensus set annotator team	14920	14932	Active ingredient	propranolol 	consensus set annotator team		15109	15120	Negative	Qualitative	does not have clinically significant interactions 	consensus set annotator team
184	Active ingredient	lansoprazole 	consensus set annotator team	14920	14932	Active ingredient	ibuprofen 	consensus set annotator team		15087	15096	Negative	Qualitative	does not have clinically significant interactions 	consensus set annotator team
184	Active ingredient	lansoprazole 	consensus set annotator team	14920	14932	Active ingredient	phenytoin 	consensus set annotator team		15098	15107	Negative	Qualitative	does not have clinically significant interactions 	consensus set annotator team
184	Active ingredient	lansoprazole 	consensus set annotator team	14590	14602	Active ingredient	digoxin 	consensus set annotator team		14768	14775	Positive	Qualitative	may interfere with the absorption 	consensus set annotator team
184	Active ingredient	lansoprazole 	consensus set annotator team	14920	14932	Active ingredient	warfarin 	consensus set annotator team		15051	15059	Negative	Qualitative	does not have clinically significant interactions 	consensus set annotator team
184	Active ingredient	lansoprazole 	consensus set annotator team	16566	16578	Active ingredient	warfarin 	consensus set annotator team		16466	16474	Negative	Qualitative	neither the pharmacokinetics of warfarin enantiomers nor prothrombin time were affected 	consensus set annotator team
184	Active ingredient	lansoprazole 	consensus set annotator team	17312	17324	Active ingredient	methotrexate 	consensus set annotator team		17224	17236	Negative	Qualitative	had no effect on the pharmacokinetics 	consensus set annotator team
184	Active ingredient	Lansoprazole 	consensus set annotator team	17581	17593	Active ingredient	amoxicillin 	consensus set annotator team		17690	17701	Negative	Qualitative	no clinically significant interaction 	consensus set annotator team
184	Active ingredient	naproxen 	consensus set annotator team	17280	17288	Active ingredient	methotrexate 	consensus set annotator team		17403	17415	Negative	Qualitative	had no effect on the pharmacokinetics 	consensus set annotator team
184	Active ingredient	naproxen 	consensus set annotator team	17280	17288	Metabolite	7-hydroxymethotrexate 	consensus set annotator team	methotrexate 	17420	17441	Negative	Qualitative	had no effect on the pharmacokinetics 	consensus set annotator team
184	Active ingredient	lansoprazole 	consensus set annotator team	17312	17324	Metabolite	7-hydroxymethotrexate 	consensus set annotator team	methotrexate 	17420	17441	Negative	Qualitative	had no effect on the pharmacokinetics 	consensus set annotator team
184	Active ingredient	sucralfate 	consensus set annotator team	17871	17881	Active ingredient	lansoprazole 	consensus set annotator team		17759	17771	Positive	Quantitative	absorption of the proton pump inhibitors was delayed and their bioavailability was reduced by 17% and 16% 	consensus set annotator team
184	Active ingredient	sucralfate 	consensus set annotator team	17871	17881	Active ingredient	omeprazole 	consensus set annotator team		17807	17817	Positive	Quantitative	absorption of the proton pump inhibitors was delayed and their bioavailability was reduced by 17% and 16% 	consensus set annotator team
184	Active ingredient	zidovudine 	consensus set annotator team	15419	15431	Active ingredient	atazanavir 	consensus set annotator team		15539	15549	Positive	Qualitative	substantially decreases the systemic concentrations 	consensus set annotator team
184	Active ingredient	lansoprazole 	consensus set annotator team	15870	15882	Active ingredient	theophylline 	consensus set annotator team		16018	16030	Positive	Quantitative	a minor increase (10%) in the clearance 	consensus set annotator team
184	Active ingredient	lansoprazole 	consensus set annotator team	14920	14932	Active ingredient	clarithromycin 	consensus set annotator team		15147	15161	Negative	Qualitative	does not have clinically significant interactions 	consensus set annotator team
184	Active ingredient	lansoprazole 	consensus set annotator team	14920	14932	Active ingredient	propranolol 	consensus set annotator team		15109	15120	Negative	Qualitative	does not have clinically significant interactions 	consensus set annotator team
184	Active ingredient	lansoprazole 	consensus set annotator team	14920	14932	Active ingredient	diazepam 	consensus set annotator team		15134	15142	Negative	Qualitative	does not have clinically significant interactions 	consensus set annotator team
184	Active ingredient	lansoprazole 	consensus set annotator team	14920	14932	Active ingredient	prednisone 	consensus set annotator team		15122	15132	Negative	Qualitative	does not have clinically significant interactions 	consensus set annotator team
184	Active ingredient	lansoprazole 	consensus set annotator team	14920	14932	Active ingredient	ibuprofen 	consensus set annotator team		15087	15096	Negative	Qualitative	does not have clinically significant interactions 	consensus set annotator team
184	Active ingredient	lansoprazole 	consensus set annotator team	14920	14932	Active ingredient	phenytoin 	consensus set annotator team		15098	15107	Negative	Qualitative	does not have clinically significant interactions 	consensus set annotator team
184	Active ingredient	lansoprazole 	consensus set annotator team	14920	14932	Active ingredient	warfarin 	consensus set annotator team		15051	15059	Negative	Qualitative	does not have clinically significant interactions 	consensus set annotator team
184	Active ingredient	lansoprazole 	consensus set annotator team	14920	14932	Active ingredient	antipyrine 	consensus set annotator team		15061	15071	Negative	Qualitative	does not have clinically significant interactions 	consensus set annotator team
184	Active ingredient	lansoprazole 	consensus set annotator team	14920	14932	Active ingredient	indomethacin 	consensus set annotator team		15073	15085	Negative	Qualitative	does not have clinically significant interactions 	consensus set annotator team
184	Active ingredient	lansoprazole 	consensus set annotator team	14590	14602	Active ingredient	iron 	consensus set annotator team		14756	14760	Positive	Qualitative	may interfere with the absorption 	consensus set annotator team
184	Active ingredient	lansoprazole 	consensus set annotator team	14590	14602	Active ingredient	ketoconazole 	consensus set annotator team		14723	14735	Positive	Qualitative	may interfere with the absorption 	consensus set annotator team
184	Active ingredient	lansoprazole 	consensus set annotator team	14590	14602	Active ingredient	ampicillin 	consensus set annotator team		14737	14747	Positive	Qualitative	may interfere with the absorption 	consensus set annotator team
185	Active ingredient	simvastatin 	consensus set annotator team	2157	2168	Active ingredient	digoxin 	consensus set annotator team		2144	2151	Positive	Qualitative	slight elevation in digoxin concentrations 	consensus set annotator team
186	Active ingredient	simvastatin 	consensus set annotator team	3928	3939	Active ingredient	erythromycin 	consensus set annotator team		4065	4077	Negative	Qualitative	had no effect on the metabolism 	consensus set annotator team
186	Active ingredient	cyclosporine 	consensus set annotator team	3444	3456	Active ingredient	simvastatin 	consensus set annotator team		3528	3539	Positive	Qualitative	increase the AUC 	consensus set annotator team
186	Active ingredient	simvastatin 	consensus set annotator team	3928	3939	Active ingredient	midazolam 	consensus set annotator team		4051	4060	Negative	Quantitative	no effect on the metabolism 	consensus set annotator team
186	Active ingredient	simvastatin 	consensus set annotator team	3928	3939	Active ingredient	erythromycin 	consensus set annotator team		4065	4077	Negative	Quantitative	no effect on the metabolism 	consensus set annotator team
186	Active ingredient	simvastatin 	consensus set annotator team	4261	4272	Active ingredient	digoxin 	consensus set annotator team		4363	4370	Positive	Quantitative	increase in the maximum mean levels of cardioactive digoxin (given as a single 0.4 mg dose on day 10) by approximately 0.3 ng/mL 	consensus set annotator team
187	Drug product	REYATAZ 	consensus set annotator team	2524	2531	Active ingredient	desipramine 	consensus set annotator team		2596	2607	Negative	Qualitative	does not interact 	consensus set annotator team
187	Drug product	REYATAZ 	consensus set annotator team	2524	2531	Active ingredient	nortriptyline 	consensus set annotator team		2581	2594	Negative	Qualitative	does not interact 	consensus set annotator team
187	Drug product	REYATAZ 	consensus set annotator team	2699	2706	Active ingredient	methadone 	consensus set annotator team		2731	2740	Negative	Qualitative	no clinically significant drug interactions were observed 	consensus set annotator team
187	Drug product	REYATAZ 	consensus set annotator team	2524	2531	Active ingredient	metoprolol 	consensus set annotator team		2609	2619	Negative	Qualitative	does not interact 	consensus set annotator team
187	Active ingredient	atazanavir 	consensus set annotator team	2403	2413	Active ingredient	dapsone 	consensus set annotator team		2453	2460	Negative	Qualitative	clinically significant drug interactions are not expected 	consensus set annotator team
187	Active ingredient	atazanavir 	consensus set annotator team	2403	2413	Active ingredient	trimethoprim 	consensus set annotator team		2462	2474	Negative	Qualitative	clinically significant drug interactions are not expected 	consensus set annotator team
187	Active ingredient	atazanavir 	consensus set annotator team	2403	2413	Active ingredient	pravastatin 	consensus set annotator team		2440	2451	Negative	Qualitative	clinically significant drug interactions are not expected 	consensus set annotator team
187	Active ingredient	atazanavir 	consensus set annotator team	2403	2413	Active ingredient	azithromycin 	consensus set annotator team		2493	2505	Negative	Qualitative	clinically significant drug interactions are not expected 	consensus set annotator team
187	Active ingredient	atazanavir 	consensus set annotator team	2403	2413	Active ingredient	sulfamethoxazole 	consensus set annotator team		2475	2491	Negative	Qualitative	clinically significant drug interactions are not expected 	consensus set annotator team
187	Drug product	REYATAZ 	consensus set annotator team	2524	2531	Active ingredient	nortriptyline 	consensus set annotator team		2581	2594	Negative	Qualitative	does not interact 	consensus set annotator team
187	Active ingredient	atazanavir 	consensus set annotator team	2403	2413	Active ingredient	erythromycin 	consensus set annotator team		2510	2522	Negative	Qualitative	clinically significant drug interactions are not expected 	consensus set annotator team
187	Drug product	REYATAZ 	consensus set annotator team	2524	2531	Active ingredient	metoprolol 	consensus set annotator team		2609	2619	Negative	Qualitative	does not interact 	consensus set annotator team
